%time,field.position0,field.position1,field.position2,field.position3,field.position4,field.position5,field.position6,field.position7,field.position8,field.position9,field.position10,field.position11,field.position12,field.position13,field.position14,field.position15,field.position16,field.position17
1.49743294024605E+018,66.1165161133,-20.0719299316,-40.3649978638,50,53.370891571,25.5107555389,47.3399887085,61.85572052,32.6588134766,45.6657142639,66.3152770996,39.8734359741,10.5111627579,56.7816886902,32.0845527649,2.8985700607,14.498922348,9.9735927582
1.49743294025531E+018,66.1165161133,-20.0719299316,-40.3649978638,50,53.370891571,26.3733997345,47.3399887085,62.6721496582,32.6588134766,45.6657142639,66.3152770996,38.2859382629,10.5111627579,57.4850769043,32.0845527649,2.8985700607,14.498922348,9.9735927582
1.49743294026462E+018,65.233039856,-20.0719299316,-42.6509857178,50,53.370891571,26.3733997345,47.3399887085,62.6721496582,32.6588134766,45.6657142639,66.3152770996,38.2859382629,10.5111627579,57.4850769043,32.0845527649,2.8985700607,14.498922348,9.9735927582
1.49743294027385E+018,65.233039856,-20.0719299316,-44.9369888306,50,53.370891571,27.2360363007,47.3399887085,63.4885673523,32.6588134766,47.1171455383,66.3152770996,37.4921875,10.5111627579,57.4850769043,32.0845527649,2.8985700607,14.498922348,9.9735927582
1.49743294028311E+018,65.233039856,-21.1904640198,-47.2229919434,50,53.370891571,27.2360363007,47.3399887085,64.3050003052,26.682352066,47.1171455383,66.3152770996,37.4921875,10.5111627579,57.4850769043,32.0845527649,4.350001812,14.498922348,9.9735927582
1.49743294029239E+018,65.233039856,-21.1904640198,-47.2229919434,50,53.370891571,27.2360363007,47.3399887085,64.3050003052,26.682352066,47.1171455383,66.3152770996,36.6984367371,10.5111627579,57.4850769043,32.0845527649,4.350001812,14.498922348,9.9735927582
1.49743294030167E+018,65.233039856,-21.7497310638,-49.5089797974,50,53.370891571,27.2360363007,52.7188224792,65.9378585815,23.6941108704,47.1171455383,66.3152770996,35.9046859741,10.5111627579,57.4850769043,32.0845527649,5.075712204,14.498922348,9.9735927582
1.49743294031094E+018,65.233039856,-22.3089981079,-49.5089797974,50,53.370891571,27.2360363007,52.7188224792,66.7542877197,17.7176399231,47.1171455383,67.9778213501,35.1109390259,10.5111627579,57.4850769043,32.9105682373,5.8014278412,14.498922348,9.5790300369
1.49743294032018E+018,65.233039856,-22.8682575226,-51.7949867249,50,55.1815872192,27.2360363007,55.4082374573,67.5707168579,11.7411689758,50.0200080872,67.9778213501,34.3171882629,10.5111627579,57.4850769043,32.9105682373,5.8014278412,14.498922348,9.5790300369
1.49743294032939E+018,65.233039856,-23.4275245667,-51.7949867249,50,55.1815872192,27.2360363007,55.4082374573,68.3871459961,5.764705658,51.4714279175,68.8090820312,32.7296905518,10.5111627579,57.4850769043,33.3235778809,5.8014278412,14.498922348,9.5790300369
1.49743294033862E+018,65.233039856,-23.4275245667,-51.7949867249,50,56.0869216919,28.0986785889,58.0976333618,69.2035675049,2.7764663696,52.9228591919,68.8090820312,31.9359378815,10.5111627579,57.4850769043,33.3235778809,5.8014278412,14.498922348,9.5790300369
1.49743294034791E+018,67,-23.4275245667,-51.7949867249,50,56.0869216919,28.0986785889,58.0976333618,69.2035675049,2.7764663696,54.374294281,68.8090820312,31.3406276703,10.5111627579,57.4850769043,33.3235778809,5.8014278412,14.498922348,9.5790300369
